year	source	source_id	source_name
2015	US_CENSUS_ACS1	DP02PR_0017PE	Percent!!RELATIONSHIP!!Population in households
2015	US_CENSUS_ACS1	DP02PR_0018E	Estimate!!RELATIONSHIP!!Population in households!!Householder
2015	US_CENSUS_ACS1	DP02PR_0018PE	Percent!!RELATIONSHIP!!Population in households!!Householder
2015	US_CENSUS_ACS1	DP02PR_0019E	Estimate!!RELATIONSHIP!!Population in households!!Spouse
2015	US_CENSUS_ACS1	DP02PR_0019PE	Percent!!RELATIONSHIP!!Population in households!!Spouse
2015	US_CENSUS_ACS1	DP02PR_0020E	Estimate!!RELATIONSHIP!!Population in households!!Child
2015	US_CENSUS_ACS1	DP02PR_0020PE	Percent!!RELATIONSHIP!!Population in households!!Child
2015	US_CENSUS_ACS1	DP02PR_0021E	Estimate!!RELATIONSHIP!!Population in households!!Other relatives
2015	US_CENSUS_ACS1	DP02PR_0021PE	Percent!!RELATIONSHIP!!Population in households!!Other relatives
2015	US_CENSUS_ACS1	DP02PR_0022E	Estimate!!RELATIONSHIP!!Population in households!!Nonrelatives
2015	US_CENSUS_ACS1	DP02PR_0022PE	Percent!!RELATIONSHIP!!Population in households!!Nonrelatives
2015	US_CENSUS_ACS1	DP02PR_0023E	Estimate!!RELATIONSHIP!!Population in households!!Nonrelatives!!Unmarried partner
2015	US_CENSUS_ACS1	DP02PR_0023PE	Percent!!RELATIONSHIP!!Population in households!!Nonrelatives!!Unmarried partner
2015	US_CENSUS_ACS1	DP02PR_0024E	Estimate!!MARITAL STATUS!!Males 15 years and over
2015	US_CENSUS_ACS1	DP02PR_0024PE	Percent!!MARITAL STATUS!!Males 15 years and over
2015	US_CENSUS_ACS1	DP02PR_0025E	Estimate!!MARITAL STATUS!!Males 15 years and over!!Never married
2015	US_CENSUS_ACS1	DP02PR_0025PE	Percent!!MARITAL STATUS!!Males 15 years and over!!Never married
2015	US_CENSUS_ACS1	DP02PR_0026E	Estimate!!MARITAL STATUS!!Males 15 years and over!!Now married, except separated
2015	US_CENSUS_ACS1	DP02PR_0026PE	Percent!!MARITAL STATUS!!Males 15 years and over!!Now married, except separated
2015	US_CENSUS_ACS1	DP02PR_0027E	Estimate!!MARITAL STATUS!!Males 15 years and over!!Separated
2015	US_CENSUS_ACS1	DP02PR_0027PE	Percent!!MARITAL STATUS!!Males 15 years and over!!Separated
2015	US_CENSUS_ACS1	DP02PR_0028E	Estimate!!MARITAL STATUS!!Males 15 years and over!!Widowed
2015	US_CENSUS_ACS1	DP02PR_0028PE	Percent!!MARITAL STATUS!!Males 15 years and over!!Widowed
2015	US_CENSUS_ACS1	DP02PR_0029E	Estimate!!MARITAL STATUS!!Males 15 years and over!!Divorced
2015	US_CENSUS_ACS1	DP02PR_0029PE	Percent!!MARITAL STATUS!!Males 15 years and over!!Divorced
2015	US_CENSUS_ACS1	DP02PR_0030E	Estimate!!MARITAL STATUS!!Females 15 years and over
2015	US_CENSUS_ACS1	DP02PR_0030PE	Percent!!MARITAL STATUS!!Females 15 years and over
2015	US_CENSUS_ACS1	DP02PR_0031E	Estimate!!MARITAL STATUS!!Females 15 years and over!!Never married
2015	US_CENSUS_ACS1	DP02PR_0031PE	Percent!!MARITAL STATUS!!Females 15 years and over!!Never married
2015	US_CENSUS_ACS1	DP02PR_0032E	Estimate!!MARITAL STATUS!!Females 15 years and over!!Now married, except separated
2015	US_CENSUS_ACS1	DP02PR_0032PE	Percent!!MARITAL STATUS!!Females 15 years and over!!Now married, except separated
2015	US_CENSUS_ACS1	DP02PR_0033E	Estimate!!MARITAL STATUS!!Females 15 years and over!!Separated
2015	US_CENSUS_ACS1	DP02PR_0033PE	Percent!!MARITAL STATUS!!Females 15 years and over!!Separated
2015	US_CENSUS_ACS1	DP02PR_0034E	Estimate!!MARITAL STATUS!!Females 15 years and over!!Widowed
2015	US_CENSUS_ACS1	DP02PR_0034PE	Percent!!MARITAL STATUS!!Females 15 years and over!!Widowed
2015	US_CENSUS_ACS1	DP02PR_0035E	Estimate!!MARITAL STATUS!!Females 15 years and over!!Divorced
2015	US_CENSUS_ACS1	DP02PR_0035PE	Percent!!MARITAL STATUS!!Females 15 years and over!!Divorced
2015	US_CENSUS_ACS1	DP02PR_0036E	Estimate!!FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months
2015	US_CENSUS_ACS1	DP02PR_0036PE	Percent!!FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months
2015	US_CENSUS_ACS1	DP02PR_0037E	Estimate!!FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Unmarried women (widowed, divorced, and never married)
2015	US_CENSUS_ACS1	DP02PR_0037PE	Percent!!FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Unmarried women (widowed, divorced, and never married)
2015	US_CENSUS_ACS1	DP02PR_0038E	Estimate!!FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Unmarried women (widowed, divorced, and never married)!!Per 1,000 unmarried women
2015	US_CENSUS_ACS1	DP02PR_0038PE	Percent!!FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Unmarried women (widowed, divorced, and never married)!!Per 1,000 unmarried women
2015	US_CENSUS_ACS1	DP02PR_0039E	Estimate!!FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 15 to 50 years old
2015	US_CENSUS_ACS1	DP02PR_0039PE	Percent!!FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 15 to 50 years old
2015	US_CENSUS_ACS1	DP02PR_0040E	Estimate!!FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 15 to 19 years old
2015	US_CENSUS_ACS1	DP02PR_0040PE	Percent!!FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 15 to 19 years old
2015	US_CENSUS_ACS1	DP02PR_0041E	Estimate!!FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 20 to 34 years old
2015	US_CENSUS_ACS1	DP02PR_0041PE	Percent!!FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 20 to 34 years old
2015	US_CENSUS_ACS1	DP02PR_0042E	Estimate!!FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 35 to 50 years old
2015	US_CENSUS_ACS1	DP02PR_0042PE	Percent!!FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 35 to 50 years old
2015	US_CENSUS_ACS1	DP02PR_0043E	Estimate!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years
2015	US_CENSUS_ACS1	DP02PR_0043PE	Percent!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years
2015	US_CENSUS_ACS1	DP02PR_0044E	Estimate!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Grandparents responsible for grandchildren
2015	US_CENSUS_ACS1	DP02PR_0044PE	Percent!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Grandparents responsible for grandchildren
2015	US_CENSUS_ACS1	DP02PR_0045E	Estimate!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!Less than 1 year
2015	US_CENSUS_ACS1	DP02PR_0045PE	Percent!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!Less than 1 year
2015	US_CENSUS_ACS1	DP02PR_0046E	Estimate!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!1 or 2 years
2015	US_CENSUS_ACS1	DP02PR_0046PE	Percent!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!1 or 2 years
2015	US_CENSUS_ACS1	DP02PR_0047E	Estimate!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!3 or 4 years
2015	US_CENSUS_ACS1	DP02PR_0047PE	Percent!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!3 or 4 years
2015	US_CENSUS_ACS1	DP02PR_0048E	Estimate!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!5 or more years
2015	US_CENSUS_ACS1	DP02PR_0048PE	Percent!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!5 or more years
2015	US_CENSUS_ACS1	DP02PR_0049E	Estimate!!GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years
2015	US_CENSUS_ACS1	DP02PR_0049PE	Percent!!GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years
2015	US_CENSUS_ACS1	DP02PR_0050E	Estimate!!GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years!!Who are female
2015	US_CENSUS_ACS1	DP02PR_0050PE	Percent!!GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years!!Who are female
2015	US_CENSUS_ACS1	DP02PR_0051E	Estimate!!GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years!!Who are married
2015	US_CENSUS_ACS1	DP02PR_0051PE	Percent!!GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years!!Who are married
2015	US_CENSUS_ACS1	DP02PR_0052E	Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school
2015	US_CENSUS_ACS1	DP02PR_0052PE	Percent!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school
2015	US_CENSUS_ACS1	DP02PR_0053E	Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Nursery school, preschool
2015	US_CENSUS_ACS1	DP02PR_0053PE	Percent!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Nursery school, preschool
2015	US_CENSUS_ACS1	DP02PR_0054E	Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Kindergarten
2015	US_CENSUS_ACS1	DP02PR_0054PE	Percent!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Kindergarten
2015	US_CENSUS_ACS1	DP02PR_0055E	Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Elementary school (grades 1-8)
2015	US_CENSUS_ACS1	DP02PR_0055PE	Percent!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Elementary school (grades 1-8)
2015	US_CENSUS_ACS1	DP02PR_0056E	Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!High school (grades 9-12)
2015	US_CENSUS_ACS1	DP02PR_0056PE	Percent!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!High school (grades 9-12)
2015	US_CENSUS_ACS1	DP02PR_0057E	Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!College or graduate school
2015	US_CENSUS_ACS1	DP02PR_0057PE	Percent!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!College or graduate school
2015	US_CENSUS_ACS1	DP02PR_0058E	Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over
2015	US_CENSUS_ACS1	DP02PR_0058PE	Percent!!EDUCATIONAL ATTAINMENT!!Population 25 years and over
2015	US_CENSUS_ACS1	DP02PR_0059E	Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than 9th grade
2015	US_CENSUS_ACS1	DP02PR_0059PE	Percent!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than 9th grade
2015	US_CENSUS_ACS1	DP02PR_0060E	Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!9th to 12th grade, no diploma
2015	US_CENSUS_ACS1	DP02PR_0060PE	Percent!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!9th to 12th grade, no diploma
2015	US_CENSUS_ACS1	DP02PR_0061E	Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)
2015	US_CENSUS_ACS1	DP02PR_0061PE	Percent!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)
2015	US_CENSUS_ACS1	DP02PR_0062E	Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college, no degree
2015	US_CENSUS_ACS1	DP02PR_0062PE	Percent!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college, no degree
2015	US_CENSUS_ACS1	DP02PR_0063E	Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Associate's degree
2015	US_CENSUS_ACS1	DP02PR_0063PE	Percent!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Associate's degree
2015	US_CENSUS_ACS1	DP02PR_0064E	Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree
2015	US_CENSUS_ACS1	DP02PR_0064PE	Percent!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree
2015	US_CENSUS_ACS1	DP02PR_0065E	Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree
2015	US_CENSUS_ACS1	DP02PR_0065PE	Percent!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree
2015	US_CENSUS_ACS1	DP02PR_0066E	Estimate!!EDUCATIONAL ATTAINMENT!!Percent high school graduate or higher
2015	US_CENSUS_ACS1	DP02PR_0066PE	Percent!!EDUCATIONAL ATTAINMENT!!Percent high school graduate or higher
2015	US_CENSUS_ACS1	DP02PR_0067E	Estimate!!EDUCATIONAL ATTAINMENT!!Percent bachelor's degree or higher
2015	US_CENSUS_ACS1	DP02PR_0067PE	Percent!!EDUCATIONAL ATTAINMENT!!Percent bachelor's degree or higher
2015	US_CENSUS_ACS1	DP02PR_0068E	Estimate!!VETERAN STATUS!!Civilian population 18 years and over
2015	US_CENSUS_ACS1	DP02PR_0068PE	Percent!!VETERAN STATUS!!Civilian population 18 years and over
2015	US_CENSUS_ACS1	DP02PR_0069E	Estimate!!VETERAN STATUS!!Civilian population 18 years and over!!Civilian veterans
2015	US_CENSUS_ACS1	DP02PR_0069PE	Percent!!VETERAN STATUS!!Civilian population 18 years and over!!Civilian veterans
2015	US_CENSUS_ACS1	DP02PR_0070E	Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Total Civilian Noninstitutionalized Population
2015	US_CENSUS_ACS1	DP02PR_0070PE	Percent!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Total Civilian Noninstitutionalized Population
2015	US_CENSUS_ACS1	DP02PR_0071E	Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Total Civilian Noninstitutionalized Population!!With a disability
2015	US_CENSUS_ACS1	DP02PR_0071PE	Percent!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Total Civilian Noninstitutionalized Population!!With a disability
2015	US_CENSUS_ACS1	DP02PR_0072E	Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years
2015	US_CENSUS_ACS1	DP02PR_0072PE	Percent!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years
2015	US_CENSUS_ACS1	DP02PR_0073E	Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years!!With a disability
2015	US_CENSUS_ACS1	DP02PR_0073PE	Percent!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years!!With a disability
2015	US_CENSUS_ACS1	DP02PR_0074E	Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years
2015	US_CENSUS_ACS1	DP02PR_0074PE	Percent!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years
2015	US_CENSUS_ACS1	DP02PR_0075E	Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years!!With a disability
2015	US_CENSUS_ACS1	DP02PR_0075PE	Percent!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years!!With a disability
2015	US_CENSUS_ACS1	DP02PR_0076E	Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!65 years and over
2015	US_CENSUS_ACS1	DP02PR_0076PE	Percent!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!65 years and over
2015	US_CENSUS_ACS1	DP02PR_0077E	Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!65 years and over!!With a disability
2015	US_CENSUS_ACS1	DP02PR_0077PE	Percent!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!65 years and over!!With a disability
2015	US_CENSUS_ACS1	DP02PR_0078E	Estimate!!RESIDENCE 1 YEAR AGO!!Population 1 year and over
2015	US_CENSUS_ACS1	DP02PR_0078PE	Percent!!RESIDENCE 1 YEAR AGO!!Population 1 year and over
2015	US_CENSUS_ACS1	DP02PR_0079E	Estimate!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Same house
2015	US_CENSUS_ACS1	DP02PR_0079PE	Percent!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Same house
2015	US_CENSUS_ACS1	DP02PR_0080E	Estimate!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in Puerto Rico or the U.S.
2015	US_CENSUS_ACS1	DP02PR_0080PE	Percent!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in Puerto Rico or the U.S.
2015	US_CENSUS_ACS1	DP02PR_0081E	Estimate!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in Puerto Rico or the U.S.!!In Puerto Rico
2015	US_CENSUS_ACS1	DP02PR_0081PE	Percent!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in Puerto Rico or the U.S.!!In Puerto Rico
2015	US_CENSUS_ACS1	DP02PR_0082E	Estimate!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in Puerto Rico or the U.S.!!In Puerto Rico!!Same municipio
2015	US_CENSUS_ACS1	DP02PR_0082PE	Percent!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in Puerto Rico or the U.S.!!In Puerto Rico!!Same municipio
2015	US_CENSUS_ACS1	DP02PR_0083E	Estimate!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in Puerto Rico or the U.S.!!In Puerto Rico!!Different municipio
2015	US_CENSUS_ACS1	DP02PR_0083PE	Percent!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in Puerto Rico or the U.S.!!In Puerto Rico!!Different municipio
2015	US_CENSUS_ACS1	DP02PR_0084E	Estimate!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in Puerto Rico or the U.S.!!In the United States
2015	US_CENSUS_ACS1	DP02PR_0084PE	Percent!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in Puerto Rico or the U.S.!!In the United States
2015	US_CENSUS_ACS1	DP02PR_0085E	Estimate!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Elsewhere
2015	US_CENSUS_ACS1	DP02PR_0085PE	Percent!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Elsewhere
2015	US_CENSUS_ACS1	DP02PR_0086E	Estimate!!PLACE OF BIRTH!!Total population
2015	US_CENSUS_ACS1	DP02PR_0086PE	Percent!!PLACE OF BIRTH!!Total population
2015	US_CENSUS_ACS1	DP02PR_0087E	Estimate!!PLACE OF BIRTH!!Total population!!Native
2015	US_CENSUS_ACS1	DP02PR_0087PE	Percent!!PLACE OF BIRTH!!Total population!!Native
2015	US_CENSUS_ACS1	DP02PR_0088E	Estimate!!PLACE OF BIRTH!!Total population!!Native!!Born in Puerto Rico or the United States
2015	US_CENSUS_ACS1	DP02PR_0088PE	Percent!!PLACE OF BIRTH!!Total population!!Native!!Born in Puerto Rico or the United States
2015	US_CENSUS_ACS1	DP02PR_0089E	Estimate!!PLACE OF BIRTH!!Total population!!Native!!Born in Puerto Rico or the United States!!In Puerto Rico
2015	US_CENSUS_ACS1	DP02PR_0089PE	Percent!!PLACE OF BIRTH!!Total population!!Native!!Born in Puerto Rico or the United States!!In Puerto Rico
2015	US_CENSUS_ACS1	DP02PR_0090E	Estimate!!PLACE OF BIRTH!!Total population!!Native!!Born in Puerto Rico or the United States!!In the United States
2015	US_CENSUS_ACS1	DP02PR_0090PE	Percent!!PLACE OF BIRTH!!Total population!!Native!!Born in Puerto Rico or the United States!!In the United States
2015	US_CENSUS_ACS1	DP02PR_0091E	Estimate!!PLACE OF BIRTH!!Total population!!Native!!Born in U.S. Island Areas, or born abroad of American parents
2015	US_CENSUS_ACS1	DP02PR_0091PE	Percent!!PLACE OF BIRTH!!Total population!!Native!!Born in U.S. Island Areas, or born abroad of American parents
2015	US_CENSUS_ACS1	DP02PR_0092E	Estimate!!PLACE OF BIRTH!!Total population!!Foreign born
2015	US_CENSUS_ACS1	DP02PR_0092PE	Percent!!PLACE OF BIRTH!!Total population!!Foreign born
2015	US_CENSUS_ACS1	DP02PR_0093E	Estimate!!U.S. CITIZENSHIP STATUS!!Foreign-born population
2015	US_CENSUS_ACS1	DP02PR_0093PE	Percent!!U.S. CITIZENSHIP STATUS!!Foreign-born population
2015	US_CENSUS_ACS1	DP02PR_0094E	Estimate!!U.S. CITIZENSHIP STATUS!!Foreign-born population!!Naturalized U.S. citizen
2015	US_CENSUS_ACS1	DP02PR_0094PE	Percent!!U.S. CITIZENSHIP STATUS!!Foreign-born population!!Naturalized U.S. citizen
2015	US_CENSUS_ACS1	DP02PR_0095E	Estimate!!U.S. CITIZENSHIP STATUS!!Foreign-born population!!Not a U.S. citizen
2015	US_CENSUS_ACS1	DP02PR_0095PE	Percent!!U.S. CITIZENSHIP STATUS!!Foreign-born population!!Not a U.S. citizen
2015	US_CENSUS_ACS1	DP02PR_0096E	Estimate!!YEAR OF ENTRY!!Population born outside Puerto Rico
2015	US_CENSUS_ACS1	DP02PR_0096PE	Percent!!YEAR OF ENTRY!!Population born outside Puerto Rico
2015	US_CENSUS_ACS1	DP02PR_0097E	Estimate!!YEAR OF ENTRY!!Native
2015	US_CENSUS_ACS1	DP02PR_0097PE	Percent!!YEAR OF ENTRY!!Native
2015	US_CENSUS_ACS1	DP02PR_0098E	Estimate!!YEAR OF ENTRY!!Native!!Entered 2010 or later
2015	US_CENSUS_ACS1	DP02PR_0098PE	Percent!!YEAR OF ENTRY!!Native!!Entered 2010 or later
2015	US_CENSUS_ACS1	DP02PR_0099E	Estimate!!YEAR OF ENTRY!!Native!!Entered before 2010
2015	US_CENSUS_ACS1	DP02PR_0099PE	Percent!!YEAR OF ENTRY!!Native!!Entered before 2010
2015	US_CENSUS_ACS1	DP02PR_0100E	Estimate!!YEAR OF ENTRY!!Foreign born
2015	US_CENSUS_ACS1	DP02PR_0100PE	Percent!!YEAR OF ENTRY!!Foreign born
