NAME,B26001_001E,B02014_001E,B16005_007E,B16005_008E,B16005_012E,B16005_013E,B16005_017E,B16005_022E,B16005_023E,B16005_029E,B16005_030E,B16005_034E,B16005_035E,B16005_039E,B16005_040E,B16005_044E,B16005_045E,B01001A_014E,B01001A_015E,B01001A_016E,B01001A_029E,B01001A_030E,B01001B_014E,B01001B_015E,B01001B_016E,B01001B_029E,B01001B_030E,B01001B_031E,B01001C_014E,B01001C_015E,B01001C_016E,B01001C_029E,B01001C_030E,B01001C_031E,B01001D_014E,B01001D_015E,B01001D_016E,B01001D_029E,B01001D_030E,B01001D_031E,B01001E_014E,B01001E_015E,B01001E_016E,B01001E_029E,B01001E_030E,B01001E_031E,B01001F_014E,B01001F_015E,state,county,tract,YEAR
"Census Tract 3, Roosevelt County, New Mexico",966,24,0,4,0,0,0,0,0,22,2,0,0,0,0,0,0,102,23,37,136,48,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,041,000300,2017
"Census Tract 2, Roosevelt County, New Mexico",108,95,60,76,0,0,0,0,0,107,150,0,0,0,0,0,0,79,49,24,69,71,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,35,041,000200,2017
"Census Tract 1, Roosevelt County, New Mexico",19,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,212,34,86,144,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,041,000100,2017
"Census Tract 2, Los Alamos County, New Mexico",0,36,20,0,0,0,0,0,0,0,0,0,16,18,0,0,0,91,105,21,264,62,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,35,028,000200,2017
"Census Tract 1, Los Alamos County, New Mexico",0,74,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,120,46,154,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,6,0,35,028,000100,2017
"Census Tract 4, Los Alamos County, New Mexico",105,5,26,0,0,0,0,0,0,12,7,0,0,12,0,0,0,180,93,32,94,59,10,0,0,0,0,0,0,0,0,0,0,0,26,0,0,12,0,0,0,0,0,0,0,0,7,0,35,028,000400,2017
"Census Tract 5, Los Alamos County, New Mexico",0,97,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,398,129,38,291,164,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,12,35,028,000500,2017
"Census Tract 3, Rio Arriba County, New Mexico",16,0,2,0,0,0,0,0,0,50,49,0,0,0,0,0,0,204,167,23,215,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,35,039,000300,2017
"Census Tract 4, Rio Arriba County, New Mexico",14,169,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,11,6,143,60,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,22,35,039,000400,2017
"Census Tract 9408, Rio Arriba County, New Mexico",7,1127,24,0,0,0,0,0,0,17,19,0,0,0,0,0,0,211,103,25,227,81,0,0,0,5,0,0,13,31,4,34,34,12,0,0,0,0,0,0,0,0,0,0,0,0,34,20,35,039,940800,2017
"Census Tract 2, Rio Arriba County, New Mexico",5,0,0,0,0,0,0,0,0,50,45,0,0,0,0,0,0,97,75,29,166,81,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,47,35,039,000200,2017
"Census Tract 9407, Rio Arriba County, New Mexico",83,76,21,2,0,0,0,0,0,77,76,0,0,0,0,0,0,120,37,40,130,90,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,19,35,039,940700,2017
"Census Tract 1, Rio Arriba County, New Mexico",5,92,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,43,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,35,039,000100,2017
"Census Tract 5, Rio Arriba County, New Mexico",177,238,11,0,0,0,0,0,0,5,4,0,0,0,0,0,0,312,115,23,271,116,0,0,0,2,0,0,0,0,0,10,24,0,0,0,0,0,0,0,0,0,0,0,0,0,71,11,35,039,000500,2017
"Census Tract 9572, San Miguel County, New Mexico",22,44,262,0,0,0,0,0,0,41,34,0,0,0,0,0,0,88,30,9,127,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,25,35,047,957200,2017
"Census Tract 9574, San Miguel County, New Mexico",241,68,253,24,0,0,27,0,0,7,0,0,0,0,0,0,0,108,61,5,81,87,0,0,0,0,0,0,0,0,0,0,0,0,0,14,17,0,0,0,0,0,0,0,0,0,45,43,35,047,957400,2017
"Census Tract 9573, San Miguel County, New Mexico",591,88,68,41,0,0,0,0,0,8,0,0,0,6,0,0,0,67,41,0,152,56,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,33,35,047,957300,2017
"Census Tract 9577, San Miguel County, New Mexico",31,6,79,13,48,0,0,0,0,0,11,0,0,0,0,0,0,149,21,11,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,33,35,35,047,957700,2017
"Census Tract 9575, San Miguel County, New Mexico",224,56,396,0,28,0,0,0,0,0,0,0,0,7,0,0,0,164,85,11,181,113,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,48,35,047,957500,2017
"Census Tract 9576, San Miguel County, New Mexico",39,0,536,36,12,0,0,0,0,0,85,0,0,0,0,0,0,199,224,0,369,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,28,35,047,957600,2017
"Census Tract 9578, San Miguel County, New Mexico",492,102,108,0,12,0,0,0,0,0,0,0,0,0,0,0,0,148,62,0,126,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,43,35,047,957800,2017
"Census Tract 9703.02, Valencia County, New Mexico",0,38,21,0,0,0,0,0,0,35,4,0,0,0,0,0,0,144,55,0,95,40,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,35,061,970302,2017
"Census Tract 9704.01, Valencia County, New Mexico",138,206,12,0,0,0,0,0,0,68,8,0,0,0,0,0,0,236,39,30,167,96,0,0,0,0,0,0,13,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,25,35,061,970401,2017
"Census Tract 9702, Valencia County, New Mexico",0,175,0,0,0,0,0,0,0,8,82,0,0,0,0,0,0,227,104,46,174,159,11,0,0,0,0,0,0,0,11,9,0,0,6,0,0,0,7,0,0,0,0,0,0,0,0,0,35,061,970200,2017
"Census Tract 9711, Valencia County, New Mexico",0,39,14,0,0,0,0,0,0,26,53,0,0,0,0,0,0,67,0,10,82,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,061,971100,2017
"Census Tract 9709.01, Valencia County, New Mexico",94,301,17,3,0,0,0,0,0,48,65,0,0,0,0,0,0,154,47,24,249,89,18,0,0,13,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,43,10,35,061,970901,2017
"Census Tract 9709.02, Valencia County, New Mexico",33,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,100,37,0,129,88,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,19,35,061,970902,2017
"Census Tract 9701.02, Valencia County, New Mexico",0,40,0,0,0,0,0,0,0,8,9,0,0,0,0,0,0,470,150,46,313,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,35,061,970102,2017
"Census Tract 9707, Valencia County, New Mexico",1132,382,9,0,0,0,0,0,0,72,1,0,0,0,0,0,0,406,32,55,279,97,13,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,061,970700,2017
"Census Tract 9703.01, Valencia County, New Mexico",11,193,95,0,0,0,0,0,0,444,278,0,0,0,0,0,0,95,65,36,155,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,12,35,061,970301,2017
"Census Tract 9701.01, Valencia County, New Mexico",0,42,55,18,0,0,0,0,0,198,284,0,0,0,0,0,0,89,29,0,103,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,061,970101,2017
"Census Tract 9703.03, Valencia County, New Mexico",46,50,100,20,0,0,0,0,0,54,0,56,0,0,0,0,0,242,179,14,346,293,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,35,061,970303,2017
"Census Tract 9710, Valencia County, New Mexico",0,246,46,0,0,0,0,0,0,11,0,0,0,0,0,0,0,205,146,105,293,185,0,0,0,0,0,0,0,0,24,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,35,061,971000,2017
"Census Tract 9403, Valencia County, New Mexico",0,967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,39,9,19,44,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,061,940300,2017
"Census Tract 9708, Valencia County, New Mexico",5,216,24,0,0,0,0,0,0,42,38,0,0,0,0,0,0,242,162,74,251,81,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,35,061,970800,2017
"Census Tract 9632.01, Torrance County, New Mexico",0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,59,20,244,59,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,057,963201,2017
"Census Tract 9632.02, Torrance County, New Mexico",0,58,0,0,0,0,0,0,0,13,9,0,0,0,0,0,0,199,83,18,107,97,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,057,963202,2017
"Census Tract 6.03, Bernalillo County, New Mexico",0,556,13,30,8,0,0,0,0,441,201,0,0,30,0,0,0,84,32,0,112,56,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,23,0,35,001,000603,2017
"Census Tract 7.08, Bernalillo County, New Mexico",0,469,32,0,0,0,0,0,0,96,107,0,0,0,0,15,0,162,121,41,202,178,0,0,0,0,34,0,0,0,0,0,11,0,14,0,0,0,0,0,0,0,0,0,0,0,11,13,35,001,000708,2017
"Census Tract 9.03, Bernalillo County, New Mexico",80,1000,0,0,0,0,0,16,0,121,10,0,0,13,67,0,0,148,5,0,201,18,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,35,001,000903,2017
"Census Tract 12, Bernalillo County, New Mexico",0,347,11,0,13,0,0,0,0,199,134,0,0,56,18,0,0,106,22,14,112,45,0,0,0,33,16,22,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,11,35,001,001200,2017
"Census Tract 19, Bernalillo County, New Mexico",91,41,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,29,11,54,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,001,001900,2017
"Census Tract 24.02, Bernalillo County, New Mexico",5,347,107,39,0,0,0,0,0,194,128,0,0,0,0,0,0,78,81,35,152,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,35,001,002402,2017
"Census Tract 37.24, Bernalillo County, New Mexico",5,34,14,0,0,0,0,0,0,0,0,0,0,22,0,0,0,244,96,15,196,142,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,9,10,0,0,0,0,0,1,0,64,0,35,001,003724,2017
"Census Tract 37.25, Bernalillo County, New Mexico",118,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,85,19,214,149,0,0,0,21,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,6,35,001,003725,2017
"Census Tract 37.29, Bernalillo County, New Mexico",22,22,7,0,7,0,10,0,0,0,0,0,0,0,0,0,0,128,69,0,126,49,9,0,0,9,0,0,0,0,0,20,0,0,0,15,0,0,12,0,0,0,0,0,0,0,0,0,35,001,003729,2017
"Census Tract 45.02, Bernalillo County, New Mexico",7,242,64,0,0,0,0,0,0,230,169,0,0,20,0,0,0,187,55,21,276,78,0,0,13,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,35,001,004502,2017
"Census Tract 46.02, Bernalillo County, New Mexico",0,55,0,29,0,0,0,0,0,34,78,0,0,0,0,0,0,221,109,17,108,147,8,0,0,0,7,0,0,0,0,0,0,0,8,0,0,0,0,18,0,0,0,0,0,0,23,0,35,001,004602,2017
"Census Tract 46.03, Bernalillo County, New Mexico",42,308,13,0,0,0,0,0,0,142,91,0,0,0,0,0,0,156,108,7,255,45,0,0,0,0,9,0,0,4,0,25,6,0,0,0,0,8,0,0,0,0,0,0,0,0,28,9,35,001,004603,2017
"Census Tract 47.16, Bernalillo County, New Mexico",0,150,20,0,0,0,0,0,18,0,0,0,0,0,0,0,0,37,40,34,50,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,35,001,004716,2017
"Census Tract 47.22, Bernalillo County, New Mexico",289,612,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,185,61,0,241,132,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,35,001,004722,2017
"Census Tract 47.24, Bernalillo County, New Mexico",0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,10,0,101,9,0,0,0,0,0,0,0,5,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,001,004724,2017
"Census Tract 47.27, Bernalillo County, New Mexico",8,29,0,0,0,0,0,0,0,11,0,0,0,0,0,6,0,113,36,5,83,45,13,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,001,004727,2017
"Census Tract 9.04, Bernalillo County, New Mexico",60,190,0,0,0,0,36,0,0,70,119,0,0,111,0,0,0,200,83,16,154,7,28,0,0,8,16,0,0,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0,8,0,40,0,35,001,000904,2017
"Census Tract 11.01, Bernalillo County, New Mexico",7,99,0,0,0,0,0,0,0,95,50,0,0,0,0,0,0,140,122,58,219,86,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,001,001101,2017
"Census Tract 13, Bernalillo County, New Mexico",13,186,5,0,0,0,0,0,6,332,256,0,0,0,0,0,0,74,29,8,59,75,8,0,0,19,29,0,0,6,0,13,16,6,0,0,0,0,0,0,0,0,0,0,0,0,33,20,35,001,001300,2017
"Census Tract 20, Bernalillo County, New Mexico",24,224,19,0,0,0,0,11,0,96,27,0,0,0,0,10,19,48,29,0,62,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,35,001,002000,2017
"Census Tract 37.07, Bernalillo County, New Mexico",6,244,42,0,0,0,0,50,0,12,0,13,0,0,0,0,0,256,148,16,256,193,0,0,0,0,0,0,0,10,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,35,001,003707,2017
"Census Tract 37.21, Bernalillo County, New Mexico",0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,541,309,50,633,160,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,111,0,0,0,0,0,0,0,0,0,0,35,001,003721,2017
"Census Tract 37.30, Bernalillo County, New Mexico",0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,218,106,18,218,132,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,15,0,0,0,0,0,0,0,0,0,0,35,001,003730,2017
"Census Tract 37.32, Bernalillo County, New Mexico",0,32,0,0,21,0,0,0,0,0,0,23,0,21,14,0,0,251,117,0,299,39,0,0,0,0,0,0,0,0,0,0,0,0,11,21,0,14,0,0,0,0,0,0,0,0,20,0,35,001,003732,2017
"Census Tract 40.01, Bernalillo County, New Mexico",94,22,63,0,0,0,0,0,0,513,614,0,0,0,0,0,0,121,42,48,135,55,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,5,35,001,004001,2017
"Census Tract 47.23, Bernalillo County, New Mexico",0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,186,14,217,154,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,001,004723,2017
"Census Tract 1.08, Bernalillo County, New Mexico",53,345,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,80,18,114,145,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,35,001,000108,2017
"Census Tract 1.10, Bernalillo County, New Mexico",0,178,25,0,0,0,0,0,0,0,74,0,0,0,0,0,0,169,60,48,116,106,0,8,0,9,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,001,000110,2017
"Census Tract 1.25, Bernalillo County, New Mexico",0,55,0,0,0,0,14,0,0,0,0,12,0,30,11,0,0,216,134,18,245,226,17,0,0,7,8,0,11,0,0,0,0,0,16,0,0,20,0,0,0,0,0,0,0,0,11,0,35,001,000125,2017
"Census Tract 22, Bernalillo County, New Mexico",0,149,0,12,0,0,0,9,0,30,24,0,0,0,0,0,0,186,99,9,191,88,0,0,0,0,0,0,13,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,001,002200,2017
"Census Tract 1.27, Bernalillo County, New Mexico",9,313,15,0,0,0,0,0,0,0,0,0,0,0,0,9,0,92,41,9,111,92,2,12,0,0,0,0,60,0,0,14,9,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,35,001,000127,2017
"Census Tract 6.01, Bernalillo County, New Mexico",0,71,0,0,0,0,0,0,9,0,0,0,0,26,10,0,0,170,157,44,181,122,0,0,0,0,0,0,0,0,0,16,9,0,8,0,0,46,0,0,0,0,0,0,0,0,8,0,35,001,000601,2017
"Census Tract 17, Bernalillo County, New Mexico",0,47,0,0,0,0,0,0,0,35,0,0,0,0,0,40,0,225,44,0,126,64,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,16,0,35,001,001700,2017
"Census Tract 29, Bernalillo County, New Mexico",122,218,18,0,0,0,0,0,0,152,102,0,0,0,0,0,0,127,97,0,193,31,0,8,0,6,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,24,35,001,002900,2017
"Census Tract 30.01, Bernalillo County, New Mexico",12,190,0,0,0,0,0,0,0,67,58,0,0,0,0,0,0,240,106,53,294,102,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,35,001,003001,2017
"Census Tract 1.28, Bernalillo County, New Mexico",31,199,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,52,46,11,102,34,0,1,0,53,0,0,0,0,0,0,0,0,0,0,0,8,0,14,0,0,0,0,0,0,11,0,35,001,000128,2017
"Census Tract 1.21, Bernalillo County, New Mexico",135,175,8,0,0,0,0,4,0,5,0,0,0,32,0,0,0,306,217,130,511,225,0,0,0,20,0,0,0,7,0,4,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,17,35,001,000121,2017
"Census Tract 1.23, Bernalillo County, New Mexico",15,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,134,65,189,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,35,001,000123,2017
"Census Tract 1.26, Bernalillo County, New Mexico",0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,50,29,233,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,17,0,35,001,000126,2017
"Census Tract 2.04, Bernalillo County, New Mexico",15,142,0,0,0,0,0,0,0,15,0,0,0,12,0,0,0,30,49,73,64,72,0,9,0,0,7,0,0,0,0,30,0,0,6,6,0,4,0,0,0,0,0,0,0,0,34,0,35,001,000204,2017
"Census Tract 2.07, Bernalillo County, New Mexico",48,131,17,0,0,0,0,0,0,33,12,0,0,9,18,0,0,73,53,41,144,66,7,8,0,0,14,0,0,0,0,0,0,0,0,0,0,6,18,0,0,0,0,0,0,0,7,0,35,001,000207,2017
"Census Tract 7.07, Bernalillo County, New Mexico",56,96,23,0,0,0,0,0,0,591,127,0,0,0,0,0,0,62,68,30,224,62,0,16,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,35,001,000707,2017
"Census Tract 16, Bernalillo County, New Mexico",10,354,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,23,6,0,19,35,0,0,0,0,0,0,36,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,001,001600,2017
"Census Tract 37.18, Bernalillo County, New Mexico",0,121,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,53,33,115,92,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,32,0,0,0,0,0,0,11,0,35,001,003718,2017
"Census Tract 7.11, Bernalillo County, New Mexico",4,159,10,0,0,0,0,0,0,24,0,0,0,14,0,0,0,276,72,38,229,85,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,001,000711,2017
"Census Tract 9.01, Bernalillo County, New Mexico",67,829,46,0,0,0,0,0,0,370,272,117,0,43,0,0,0,89,46,0,69,41,17,0,0,28,29,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,001,000901,2017
"Census Tract 24.01, Bernalillo County, New Mexico",8,91,10,0,0,0,0,0,0,265,55,0,0,0,0,0,0,153,67,36,111,157,0,0,0,0,0,0,0,0,0,0,10,0,9,0,0,0,0,0,0,0,0,0,0,0,33,51,35,001,002401,2017
"Census Tract 25, Bernalillo County, New Mexico",0,34,11,0,0,0,0,0,0,184,32,0,0,0,0,0,0,39,42,0,104,77,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,10,35,001,002500,2017
"Census Tract 30.02, Bernalillo County, New Mexico",0,145,25,22,0,0,0,0,0,20,28,0,0,0,0,0,0,231,184,42,282,176,0,0,0,0,0,0,0,11,0,23,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,10,35,001,003002,2017
"Census Tract 35.01, Bernalillo County, New Mexico",0,11,0,0,0,0,0,0,0,13,91,0,0,0,0,0,0,216,36,74,418,154,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,35,001,003501,2017
"Census Tract 37.17, Bernalillo County, New Mexico",12,259,19,0,0,0,0,0,0,23,0,0,0,0,0,0,0,238,102,54,315,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,001,003717,2017
"Census Tract 37.22, Bernalillo County, New Mexico",0,0,30,0,0,0,15,0,0,68,0,8,0,65,54,0,0,151,58,55,140,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,25,0,0,0,0,0,0,0,15,21,35,001,003722,2017
"Census Tract 38.04, Bernalillo County, New Mexico",18,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364,130,51,311,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,001,003804,2017
"Census Tract 47.25, Bernalillo County, New Mexico",0,87,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,45,11,120,139,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,35,001,004725,2017
